date,location,product_type,current_inventory,demand_rate,lead_time,order_cost,unit_cost,quantity_sold,sales_price,total_sales
2020-01-01,UK,1000mm BBQ,160,0.3592582220347776,40,57000.0,3080.0,0,4004.0,0.0
2020-01-01,UK,600mm BBQ,776,0.4155619783392887,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-01,UK,Gas Rob (2 Burners),386,0.4380071167283482,30,22400.0,800.0,1,1040.0,1040.0
2020-01-01,UK,Beer Fridge,584,0.33844994765802683,60,37000.0,2310.0,0,3003.0,0.0
2020-01-02,Germany,1000mm BBQ,918,0.3589452421046475,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-02,Germany,600mm BBQ,361,0.34347412643047864,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-02,Germany,Gas Rob (2 Burners),13,0.38150460512374834,30,22400.0,800.0,0,1040.0,0.0
2020-01-02,Germany,Beer Fridge,982,0.43834534447625007,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-02,Spain,1000mm BBQ,0,0.42648755419749634,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-02,Spain,600mm BBQ,316,0.40150505811943094,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-02,Spain,Gas Rob (2 Burners),213,0.37409349751238946,30,22400.0,800.0,1,1040.0,1040.0
2020-01-02,Spain,Beer Fridge,540,0.32578989840343536,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-02,France,1000mm BBQ,177,0.377718621131325,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-02,France,600mm BBQ,330,0.4055051539177907,40,33750.0,2020.0,0,2626.0,0.0
2020-01-02,France,Gas Rob (2 Burners),549,0.4307460502056014,30,22400.0,800.0,1,1040.0,1040.0
2020-01-02,France,Beer Fridge,343,0.3477073423273336,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-02,Italy,1000mm BBQ,469,0.4642171088399412,40,57000.0,3080.0,0,4004.0,0.0
2020-01-02,Italy,600mm BBQ,797,0.3888528562974392,40,33750.0,2020.0,0,2626.0,0.0
2020-01-02,Italy,Gas Rob (2 Burners),785,0.39978923635586794,30,22400.0,800.0,0,1040.0,0.0
2020-01-02,Italy,Beer Fridge,738,0.3990015153210811,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-02,Portugal,1000mm BBQ,603,0.42623842138687584,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-02,Portugal,600mm BBQ,445,0.36753922586556786,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-02,Portugal,Gas Rob (2 Burners),336,0.40542460265977526,30,22400.0,800.0,0,1040.0,0.0
2020-01-02,Portugal,Beer Fridge,184,0.432343769902966,60,37000.0,2310.0,0,3003.0,0.0
2020-01-02,UK,1000mm BBQ,48,0.39445803818665187,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-02,UK,600mm BBQ,117,0.49431861268596383,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-02,UK,Gas Rob (2 Burners),751,0.4163657605343407,30,22400.0,800.0,2,1040.0,2080.0
2020-01-02,UK,Beer Fridge,617,0.3895008818348853,60,37000.0,2310.0,0,3003.0,0.0
2020-01-03,Germany,1000mm BBQ,206,0.4131468336422692,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-03,Germany,600mm BBQ,923,0.38550736691958143,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-03,Germany,Gas Rob (2 Burners),720,0.3432686135643819,30,22400.0,800.0,1,1040.0,1040.0
2020-01-03,Germany,Beer Fridge,816,0.37645691938254844,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-03,Spain,1000mm BBQ,814,0.4240566639126735,40,57000.0,3080.0,0,4004.0,0.0
2020-01-03,Spain,600mm BBQ,257,0.4451890211466201,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-03,Spain,Gas Rob (2 Burners),903,0.3961990500410074,30,22400.0,800.0,2,1040.0,2080.0
2020-01-03,Spain,Beer Fridge,733,0.41498845256383005,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-03,France,1000mm BBQ,134,0.2960803261821723,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-03,France,600mm BBQ,230,0.39078039324235764,40,33750.0,2020.0,0,2626.0,0.0
2020-01-03,France,Gas Rob (2 Burners),781,0.43494395539706443,30,22400.0,800.0,1,1040.0,1040.0
2020-01-03,France,Beer Fridge,66,0.4313148560278856,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-03,Italy,1000mm BBQ,253,0.33140995081020813,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-03,Italy,600mm BBQ,27,0.2944422586637233,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-03,Italy,Gas Rob (2 Burners),990,0.2886010763299087,30,22400.0,800.0,2,1040.0,2080.0
2020-01-03,Italy,Beer Fridge,517,0.4238546517571471,60,37000.0,2310.0,0,3003.0,0.0
2020-01-03,Portugal,1000mm BBQ,434,0.4652275934471987,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-03,Portugal,600mm BBQ,439,0.4360721637240788,40,33750.0,2020.0,0,2626.0,0.0
2020-01-03,Portugal,Gas Rob (2 Burners),491,0.3946890411299722,30,22400.0,800.0,1,1040.0,1040.0
2020-01-03,Portugal,Beer Fridge,644,0.38731383724479945,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-03,UK,1000mm BBQ,55,0.42071258611312745,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-03,UK,600mm BBQ,190,0.4154266939042669,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-03,UK,Gas Rob (2 Burners),359,0.46032345127186286,30,22400.0,800.0,2,1040.0,2080.0
2020-01-03,UK,Beer Fridge,529,0.3917034742727444,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-04,Germany,1000mm BBQ,423,0.3670943283615475,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-04,Germany,600mm BBQ,230,0.34062466945533515,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-04,Germany,Gas Rob (2 Burners),49,0.385126710814475,30,22400.0,800.0,1,1040.0,1040.0
2020-01-04,Germany,Beer Fridge,784,0.4135729927883895,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-04,Spain,1000mm BBQ,229,0.39895465460557017,40,57000.0,3080.0,0,4004.0,0.0
2020-01-04,Spain,600mm BBQ,146,0.443865001393082,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-04,Spain,Gas Rob (2 Burners),730,0.3887780960058097,30,22400.0,800.0,0,1040.0,0.0
2020-01-04,Spain,Beer Fridge,840,0.3726912845922709,60,37000.0,2310.0,0,3003.0,0.0
2020-01-04,France,1000mm BBQ,614,0.37727768009433793,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-04,France,600mm BBQ,425,0.37014089420362045,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-04,France,Gas Rob (2 Burners),553,0.4082595689100018,30,22400.0,800.0,2,1040.0,2080.0
2020-01-04,France,Beer Fridge,496,0.44279703059259884,60,37000.0,2310.0,0,3003.0,0.0
2020-01-04,Italy,1000mm BBQ,538,0.4021847657123545,40,57000.0,3080.0,0,4004.0,0.0
2020-01-04,Italy,600mm BBQ,741,0.3402889512296412,40,33750.0,2020.0,0,2626.0,0.0
2020-01-04,Italy,Gas Rob (2 Burners),810,0.2847519262864332,30,22400.0,800.0,1,1040.0,1040.0
2020-01-04,Italy,Beer Fridge,757,0.4091824560186008,60,37000.0,2310.0,0,3003.0,0.0
2020-01-04,Portugal,1000mm BBQ,406,0.3708882425433977,40,57000.0,3080.0,0,4004.0,0.0
2020-01-04,Portugal,600mm BBQ,976,0.40483742105616494,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-04,Portugal,Gas Rob (2 Burners),700,0.37677587001191415,30,22400.0,800.0,1,1040.0,1040.0
2020-01-04,Portugal,Beer Fridge,358,0.39377455674520284,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-04,UK,1000mm BBQ,324,0.3705373641619416,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-04,UK,600mm BBQ,886,0.4092812686756201,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-04,UK,Gas Rob (2 Burners),638,0.3781082024855372,30,22400.0,800.0,0,1040.0,0.0
2020-01-04,UK,Beer Fridge,503,0.37171750674051074,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-05,Germany,1000mm BBQ,569,0.35996113026109755,40,57000.0,3080.0,0,4004.0,0.0
2020-01-05,Germany,600mm BBQ,795,0.39253627358953974,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-05,Germany,Gas Rob (2 Burners),150,0.3473979309956218,30,22400.0,800.0,1,1040.0,1040.0
2020-01-05,Germany,Beer Fridge,925,0.42213629209469183,60,37000.0,2310.0,0,3003.0,0.0
2020-01-05,Spain,1000mm BBQ,462,0.3639243176382339,40,57000.0,3080.0,0,4004.0,0.0
2020-01-05,Spain,600mm BBQ,134,0.4053047392168855,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-05,Spain,Gas Rob (2 Burners),553,0.3221474512765982,30,22400.0,800.0,0,1040.0,0.0
2020-01-05,Spain,Beer Fridge,140,0.29871440257919263,60,37000.0,2310.0,0,3003.0,0.0
2020-01-05,France,1000mm BBQ,659,0.40290934198439277,40,57000.0,3080.0,0,4004.0,0.0
2020-01-05,France,600mm BBQ,999,0.35271759044872675,40,33750.0,2020.0,0,2626.0,0.0
2020-01-05,France,Gas Rob (2 Burners),609,0.4077257766348746,30,22400.0,800.0,2,1040.0,2080.0
2020-01-05,France,Beer Fridge,594,0.40432858739131683,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-05,Italy,1000mm BBQ,544,0.3884535195801457,40,57000.0,3080.0,0,4004.0,0.0
2020-01-05,Italy,600mm BBQ,701,0.3683387948815591,40,33750.0,2020.0,0,2626.0,0.0
2020-01-05,Italy,Gas Rob (2 Burners),738,0.4211151068233233,30,22400.0,800.0,2,1040.0,2080.0
2020-01-05,Italy,Beer Fridge,606,0.33041724936509526,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-05,Portugal,1000mm BBQ,523,0.3623722669892313,40,57000.0,3080.0,0,4004.0,0.0
2020-01-05,Portugal,600mm BBQ,317,0.36631031267905706,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-05,Portugal,Gas Rob (2 Burners),344,0.42616684733883775,30,22400.0,800.0,1,1040.0,1040.0
2020-01-05,Portugal,Beer Fridge,324,0.41315925753298277,60,37000.0,2310.0,0,3003.0,0.0
2020-01-05,UK,1000mm BBQ,626,0.4240980284080075,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-05,UK,600mm BBQ,23,0.455621845634656,40,33750.0,2020.0,0,2626.0,0.0
2020-01-05,UK,Gas Rob (2 Burners),885,0.3800476383503817,30,22400.0,800.0,1,1040.0,1040.0
2020-01-05,UK,Beer Fridge,91,0.3449200089047487,60,37000.0,2310.0,0,3003.0,0.0
2020-01-06,Germany,1000mm BBQ,923,0.35395063508104624,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-06,Germany,600mm BBQ,382,0.44163187844624263,40,33750.0,2020.0,0,2626.0,0.0
2020-01-06,Germany,Gas Rob (2 Burners),481,0.42767949265575644,30,22400.0,800.0,0,1040.0,0.0
2020-01-06,Germany,Beer Fridge,255,0.4440023079582157,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-06,Spain,1000mm BBQ,653,0.3536377907381146,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-06,Spain,600mm BBQ,200,0.3961503727049219,40,33750.0,2020.0,0,2626.0,0.0
2020-01-06,Spain,Gas Rob (2 Burners),918,0.3701753067263999,30,22400.0,800.0,1,1040.0,1040.0
2020-01-06,Spain,Beer Fridge,294,0.407257779175699,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-06,France,1000mm BBQ,471,0.41823334515331567,40,57000.0,3080.0,0,4004.0,0.0
2020-01-06,France,600mm BBQ,867,0.43559487065777763,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-06,France,Gas Rob (2 Burners),543,0.3928599652159417,30,22400.0,800.0,1,1040.0,1040.0
2020-01-06,France,Beer Fridge,192,0.5014107864738899,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-06,Italy,1000mm BBQ,209,0.40175955068250396,40,57000.0,3080.0,0,4004.0,0.0
2020-01-06,Italy,600mm BBQ,672,0.4461896176269748,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-06,Italy,Gas Rob (2 Burners),431,0.41521197780933855,30,22400.0,800.0,2,1040.0,2080.0
2020-01-06,Italy,Beer Fridge,140,0.39062850634479007,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-06,Portugal,1000mm BBQ,943,0.37926643388541037,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-06,Portugal,600mm BBQ,469,0.415802008114355,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-06,Portugal,Gas Rob (2 Burners),127,0.38788969294533543,30,22400.0,800.0,2,1040.0,2080.0
2020-01-06,Portugal,Beer Fridge,585,0.40613770828217405,60,37000.0,2310.0,0,3003.0,0.0
2020-01-06,UK,1000mm BBQ,790,0.47310041339119185,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-06,UK,600mm BBQ,627,0.4188491302634817,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-06,UK,Gas Rob (2 Burners),696,0.3783779347604193,30,22400.0,800.0,0,1040.0,0.0
2020-01-06,UK,Beer Fridge,275,0.3539691826794747,60,37000.0,2310.0,0,3003.0,0.0
2020-01-07,Germany,1000mm BBQ,687,0.37594184176405115,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-07,Germany,600mm BBQ,344,0.4088507681789966,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-07,Germany,Gas Rob (2 Burners),718,0.34144913590548887,30,22400.0,800.0,1,1040.0,1040.0
2020-01-07,Germany,Beer Fridge,459,0.37609004838599047,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-07,Spain,1000mm BBQ,609,0.40554966780518364,40,57000.0,3080.0,0,4004.0,0.0
2020-01-07,Spain,600mm BBQ,391,0.45314806456638673,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-07,Spain,Gas Rob (2 Burners),573,0.37823776755828553,30,22400.0,800.0,1,1040.0,1040.0
2020-01-07,Spain,Beer Fridge,36,0.453258729432789,60,37000.0,2310.0,0,3003.0,0.0
2020-01-07,France,1000mm BBQ,493,0.41131007220195026,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-07,France,600mm BBQ,3,0.45766390288553516,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-07,France,Gas Rob (2 Burners),142,0.27449774691673484,30,22400.0,800.0,2,1040.0,2080.0
2020-01-07,France,Beer Fridge,505,0.4071818559164617,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-07,Italy,1000mm BBQ,367,0.35958508502715375,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-07,Italy,600mm BBQ,160,0.416303015342692,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-07,Italy,Gas Rob (2 Burners),462,0.3265776726637232,30,22400.0,800.0,1,1040.0,1040.0
2020-01-07,Italy,Beer Fridge,270,0.39977714354619803,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-07,Portugal,1000mm BBQ,312,0.3251625131800785,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-07,Portugal,600mm BBQ,45,0.3732622172836365,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-07,Portugal,Gas Rob (2 Burners),28,0.4040360177741696,30,22400.0,800.0,1,1040.0,1040.0
2020-01-07,Portugal,Beer Fridge,960,0.40474852015754714,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-07,UK,1000mm BBQ,592,0.36041329158789,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-07,UK,600mm BBQ,50,0.4239635368346289,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-07,UK,Gas Rob (2 Burners),343,0.39329673369730117,30,22400.0,800.0,1,1040.0,1040.0
2020-01-07,UK,Beer Fridge,217,0.40985594999677794,60,37000.0,2310.0,0,3003.0,0.0
2020-01-08,Germany,1000mm BBQ,408,0.4399320760765982,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-08,Germany,600mm BBQ,511,0.3370093519129126,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-08,Germany,Gas Rob (2 Burners),162,0.4811163554041687,30,22400.0,800.0,2,1040.0,2080.0
2020-01-08,Germany,Beer Fridge,722,0.42136399998478036,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-08,Spain,1000mm BBQ,106,0.4381104683705769,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-08,Spain,600mm BBQ,41,0.36417139485437505,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-08,Spain,Gas Rob (2 Burners),783,0.43238821805405125,30,22400.0,800.0,2,1040.0,2080.0
2020-01-08,Spain,Beer Fridge,942,0.4408888399944553,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-08,France,1000mm BBQ,406,0.40544925008928456,40,57000.0,3080.0,0,4004.0,0.0
2020-01-08,France,600mm BBQ,69,0.3885666518865265,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-08,France,Gas Rob (2 Burners),178,0.40148012858025917,30,22400.0,800.0,0,1040.0,0.0
2020-01-08,France,Beer Fridge,13,0.38595771707889953,60,37000.0,2310.0,0,3003.0,0.0
2020-01-08,Italy,1000mm BBQ,944,0.4320724590540153,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-08,Italy,600mm BBQ,679,0.4704174484153159,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-08,Italy,Gas Rob (2 Burners),576,0.4152138882589645,30,22400.0,800.0,1,1040.0,1040.0
2020-01-08,Italy,Beer Fridge,833,0.393576191011829,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-08,Portugal,1000mm BBQ,878,0.3498542214669825,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-08,Portugal,600mm BBQ,84,0.3903817475758365,40,33750.0,2020.0,0,2626.0,0.0
2020-01-08,Portugal,Gas Rob (2 Burners),261,0.34621221500349536,30,22400.0,800.0,1,1040.0,1040.0
2020-01-08,Portugal,Beer Fridge,105,0.374692520655256,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-08,UK,1000mm BBQ,126,0.40214054043553266,40,57000.0,3080.0,0,4004.0,0.0
2020-01-08,UK,600mm BBQ,85,0.33249595092224055,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-08,UK,Gas Rob (2 Burners),51,0.4192051283852741,30,22400.0,800.0,1,1040.0,1040.0
2020-01-08,UK,Beer Fridge,724,0.42889924122592427,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-09,Germany,1000mm BBQ,830,0.39550952356082997,40,57000.0,3080.0,0,4004.0,0.0
2020-01-09,Germany,600mm BBQ,516,0.41021019622447147,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-09,Germany,Gas Rob (2 Burners),253,0.35284007480782065,30,22400.0,800.0,1,1040.0,1040.0
2020-01-09,Germany,Beer Fridge,925,0.44358971790155777,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-09,Spain,1000mm BBQ,369,0.38133397181788015,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-09,Spain,600mm BBQ,353,0.45301540356203185,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-09,Spain,Gas Rob (2 Burners),275,0.41869499694219614,30,22400.0,800.0,2,1040.0,2080.0
2020-01-09,Spain,Beer Fridge,524,0.3562461261599931,60,37000.0,2310.0,0,3003.0,0.0
2020-01-09,France,1000mm BBQ,119,0.39708490805075647,40,57000.0,3080.0,0,4004.0,0.0
2020-01-09,France,600mm BBQ,159,0.39045631369122047,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-09,France,Gas Rob (2 Burners),447,0.39180221151692995,30,22400.0,800.0,2,1040.0,2080.0
2020-01-09,France,Beer Fridge,783,0.38232480175929545,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-09,Italy,1000mm BBQ,123,0.35213633886957546,40,57000.0,3080.0,0,4004.0,0.0
2020-01-09,Italy,600mm BBQ,750,0.45163459196239675,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-09,Italy,Gas Rob (2 Burners),653,0.37917749565601067,30,22400.0,800.0,2,1040.0,2080.0
2020-01-09,Italy,Beer Fridge,322,0.4575796129994905,60,37000.0,2310.0,0,3003.0,0.0
2020-01-09,Portugal,1000mm BBQ,35,0.456538878220707,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-09,Portugal,600mm BBQ,523,0.3895279086781525,40,33750.0,2020.0,0,2626.0,0.0
2020-01-09,Portugal,Gas Rob (2 Burners),295,0.3496767385641154,30,22400.0,800.0,2,1040.0,2080.0
2020-01-09,Portugal,Beer Fridge,820,0.36958195758952433,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-09,UK,1000mm BBQ,9,0.3657354836680378,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-09,UK,600mm BBQ,217,0.36560652893198997,40,33750.0,2020.0,0,2626.0,0.0
2020-01-09,UK,Gas Rob (2 Burners),651,0.36977053816920447,30,22400.0,800.0,0,1040.0,0.0
2020-01-09,UK,Beer Fridge,169,0.43536641148607874,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-10,Germany,1000mm BBQ,448,0.3763172335238044,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-10,Germany,600mm BBQ,770,0.4199363942040382,40,33750.0,2020.0,0,2626.0,0.0
2020-01-10,Germany,Gas Rob (2 Burners),978,0.3852196037704925,30,22400.0,800.0,2,1040.0,2080.0
2020-01-10,Germany,Beer Fridge,298,0.3386057597788686,60,37000.0,2310.0,0,3003.0,0.0
2020-01-10,Spain,1000mm BBQ,490,0.40792811731545675,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-10,Spain,600mm BBQ,801,0.3725663880528328,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-10,Spain,Gas Rob (2 Burners),6,0.3465974353708174,30,22400.0,800.0,2,1040.0,2080.0
2020-01-10,Spain,Beer Fridge,808,0.39025265058298575,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-10,France,1000mm BBQ,165,0.4730804590405664,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-10,France,600mm BBQ,14,0.35877697661296065,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-10,France,Gas Rob (2 Burners),787,0.3751650254858437,30,22400.0,800.0,0,1040.0,0.0
2020-01-10,France,Beer Fridge,199,0.48327971006425224,60,37000.0,2310.0,0,3003.0,0.0
2020-01-10,Italy,1000mm BBQ,440,0.4473599442575942,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-10,Italy,600mm BBQ,165,0.4914613988151708,40,33750.0,2020.0,0,2626.0,0.0
2020-01-10,Italy,Gas Rob (2 Burners),63,0.33028741279163115,30,22400.0,800.0,0,1040.0,0.0
2020-01-10,Italy,Beer Fridge,274,0.3816224828756555,60,37000.0,2310.0,2,3003.0,6006.0
2020-01-10,Portugal,1000mm BBQ,885,0.48279135743811635,40,57000.0,3080.0,1,4004.0,4004.0
2020-01-10,Portugal,600mm BBQ,929,0.4463982156831934,40,33750.0,2020.0,0,2626.0,0.0
2020-01-10,Portugal,Gas Rob (2 Burners),584,0.34000777216734795,30,22400.0,800.0,1,1040.0,1040.0
2020-01-10,Portugal,Beer Fridge,857,0.38418923337963923,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-10,UK,1000mm BBQ,181,0.361641935713507,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-10,UK,600mm BBQ,992,0.3649306110647405,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-10,UK,Gas Rob (2 Burners),563,0.4069733897240736,30,22400.0,800.0,1,1040.0,1040.0
2020-01-10,UK,Beer Fridge,457,0.38100466200079475,60,37000.0,2310.0,0,3003.0,0.0
2020-01-11,Germany,1000mm BBQ,298,0.39530471296931924,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-11,Germany,600mm BBQ,311,0.4009872698939797,40,33750.0,2020.0,1,2626.0,2626.0
2020-01-11,Germany,Gas Rob (2 Burners),186,0.3483262152974099,30,22400.0,800.0,0,1040.0,0.0
2020-01-11,Germany,Beer Fridge,920,0.39994602338872887,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-11,Spain,1000mm BBQ,809,0.39527533081749766,40,57000.0,3080.0,2,4004.0,8008.0
2020-01-11,Spain,600mm BBQ,1,0.40711394918620514,40,33750.0,2020.0,2,2626.0,5252.0
2020-01-11,Spain,Gas Rob (2 Burners),608,0.383173403371599,30,22400.0,800.0,1,1040.0,1040.0
2020-01-11,Spain,Beer Fridge,166,0.37309039499885466,60,37000.0,2310.0,0,3003.0,0.0
2020-01-11,France,1000mm BBQ,832,0.31896292217911965,40,57000.0,3080.0,0,4004.0,0.0
2020-01-11,France,600mm BBQ,51,0.36459127854355594,40,33750.0,2020.0,0,2626.0,0.0
2020-01-11,France,Gas Rob (2 Burners),407,0.3874743984237549,30,22400.0,800.0,1,1040.0,1040.0
2020-01-11,France,Beer Fridge,612,0.3581877029651592,60,37000.0,2310.0,1,3003.0,3003.0
2020-01-11,Italy,1000mm BBQ,229,0.3967327264149129,40,57000.0,3080.0,0,4004.0,0.0
2020-01-11,Italy,600mm BBQ,947,0.3620080611881433,40,33750.0,2020.0,0,2626.0,0.0
